Date,Product,Customer_Category,,,
07/06/2023,"['Honey', 'Cereal']",Middle-Aged,,,
07/06/2023,"['Cleaner', 'Coffee','Biscuit', 'Wheat Rava']",Homemaker,,,
07/06/2023,"['Shaving Cream', 'Tea','Biscuit', 'Cheese', 'Cooking Oil']",Senior Citizen,,,
07/06/2023,"['Pasta', 'Spinach']",Middle-Aged,,,
07/06/2023,"['Cooking Oil', 'Feminine Hygiene Products','Paper Towel for Faces', 'Honey']",Senior Citizen,,,
07/06/2023,"['Saftey Razor Blade', 'Carrots']",Middle-Aged,,,
07/06/2023,"['Spices','Rice','Dhal', 'Wheat Rava', 'Milk', 'Vinegar']",Middle-Aged,,,
07/06/2023,"['Coconut oil', 'Paper Towel For Faces', 'Orange', 'Hand Sanitizer']",Teenager,,,
07/06/2023,"['Olive Oil', 'Ice Cream']",Senior Citizen,,,
07/06/2023,"['Ice Cream', 'Olive Oil', 'Soda']",Young Adult,,,
07/06/2023,"['Ragi Malt', 'Diapers']",Young Adult,,,
07/06/2023,"['Baby Wipes', 'Chips', 'Hand Sanitizer', 'Shower Gel', 'Wheat Flour']",Homemaker,,,
07/06/2023,"['Ketchup', 'Insect Repellent', 'Apple', 'Dustpan', 'Pickles']",Homemaker,,,
07/06/2023,['Dhal'],Homemaker,,,
07/06/2023,"['Stationery', 'Dish Soap', 'Sugar', 'Cleaner', 'Pasta']",Middle-Aged,,,
07/06/2023,"['Rice','Spices', 'Mop', 'Coconut oil', 'Baby Wipes']",Homemaker,,,
07/06/2023,"['Eggs', 'Cheese']",Teenager,,,
07/06/2023,"['Cheese', 'Peanut Butter']",Senior Citizen,,,
07/06/2023,"['Sugar', 'Chocolate']",Senior Citizen,,,
07/06/2023,"['Banana', 'Tissues', 'Deodorant', 'Deodorant', 'Coconut oil']",Senior Citizen,,,
07/06/2023,['Cooking Oil'],Middle-Aged,,,
07/06/2023,"['Cereal', 'Yogurt', 'Kambu Rice', 'Plant Fertilizer', 'Cereal']",Senior Citizen,,,
07/06/2023,"['Soap', 'Milk', 'Chips']",Middle-Aged,,,
07/06/2023,"['Milk', 'Milk', Salt, 'Soap', 'Wheat Rava']",Senior Citizen,,,
07/06/2023,"['Deodorant', 'Jam','Bread', 'Ragi Malt', 'Paper Towel For Faces', 'Cleaning Spray']",Senior Citizen,,,
07/06/2023,"['Apple', 'Insect Repellent', 'Hair Gel', 'Chocolate']",Young Adult,,,
07/06/2023,['Chocolate'],Homemaker,,,
07/06/2023,['Deodorant'],Teenager,,,
07/06/2023,"['Tomatoes', 'Vegetables', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
07/06/2023,"['Wheat Rava', 'Insect Repellent', 'Peanut Butter', 'Broom', 'Mustard']",Young Adult,,,
07/06/2023,"['Dish Soap', 'Olive Oil', 'Milk', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
07/06/2023,"['Trash Bags', 'Cereal', 'Deodorant', 'Toothpaste',  'Tongue Cleaner']",Homemaker,,,
07/06/2023,"['Ice Cream', 'Cleaning Spray', 'Pasta']",Young Adult,,,
07/06/2023,"['Kambu Rice', 'Shaving Cream']",Homemaker,,,
07/06/2023,"['Diapers', 'Juices','Chips']",Middle-Aged,,,
07/06/2023,"['Sugar', 'Insect Repellent', 'Carrots']",Homemaker,,,
07/06/2023,"['Chips', 'Soda']",Teenager,,,
07/06/2023,"['Broom', 'Hand Sanitizer', 'Spinach', 'Rice','Spices']",Young Adult,,,
07/06/2023,"['Apple', 'Banana', 'Dishwash scrubber', 'Milk']",Teenager,,,
07/06/2023,"['Stationery', 'Deodorant', 'Shower Gel']",Young Adult,,,
07/06/2023,"['Stationery', 'Cooking Oil']",Senior Citizen,,,
07/06/2023,"['Deodorant', 'Rice','Spices', 'Tomatoes']",Homemaker,,,
07/06/2023,['Mop'],Senior Citizen,,,
07/06/2023,"['Yogurt', 'Olive Oil', 'Mop']",Senior Citizen,,,
07/06/2023,['Dish Soap'],Young Adult,,,
07/06/2023,"['Orange', 'Tea','Biscuit', 'Orange', 'Potatoes', 'Baby Wipes']",Senior Citizen,,,
07/06/2023,"['Honey', 'Shower Gel']",Homemaker,,,
07/06/2023,['Semiya'],Middle-Aged,,,
07/06/2023,"['Vinegar', 'Broom', 'Cooking Oil', 'Mop']",Senior Citizen,,,
07/06/2023,"['Broom', 'Dhal', 'Plant Fertilizer', 'Soda']",Teenager,,,
07/06/2023,['Ketchup'],Young Adult,,,
07/06/2023,"['Peanut Butter', 'Coffee','Biscuit', 'Toothpaste',  'Tongue Cleaner']",Teenager,,,
07/06/2023,"['Semiya', 'Coffee','Biscuit', 'Hand Sanitizer', 'Bread']",Middle-Aged,,,
07/06/2023,"['Shower Gel', 'Spinach', 'Vegetables', 'Wheat Rava', 'Mop']",Homemaker,,,
07/06/2023,"['Yogurt', 'Kambu Rice']",Teenager,,,
07/06/2023,"['Trash Bags', 'Wheat Rava', 'Black pepper', 'Yogurt', 'Vegetables']",Senior Citizen,,,
07/06/2023,"['Dishwash scrubber', 'Tea','Biscuit', 'Shower Gel', 'Toothpaste',  'Tongue Cleaner', 'Plant Fertilizer']",Senior Citizen,,,
07/06/2023,"['Sugar', 'Deodorant', 'Deodorant', 'Mustard', 'Hair Gel']",Teenager,,,
07/06/2023,['Vegetables'],Middle-Aged,,,
07/06/2023,"['Mop', 'Cleaning Spray', 'Jam','Bread', 'Tissues']",Middle-Aged,,,
07/06/2023,"['Deodorant', 'Cooking Oil', 'Onions']",Homemaker,,,
07/06/2023,"['Hand Sanitizer', 'Soap', 'Tissues', 'Kambu Rice', 'Shampoo']",Teenager,,,
07/06/2023,['Sugar'],Young Adult,,,
07/06/2023,['Dishwash scrubber'],Senior Citizen,,,
07/06/2023,"['Honey', 'Vegetables', 'Jam','Bread', 'Semiya']",Young Adult,,,
07/06/2023,['Ragi Malt'],Senior Citizen,,,
07/06/2023,"['Banana', 'Stationery', 'Plant Fertilizer', 'Air Freshener', 'Milk']",Senior Citizen,,,
08/06/2023,"['Tea','Biscuit', 'Eggs']",Middle-Aged,,,
08/06/2023,"['Saftey Razor Blade', 'Broom', 'Cooking Oil', 'Wheat Rava']",Middle-Aged,,,
08/06/2023,"['Dustpan', 'Vegetables']",Teenager,,,
08/06/2023,"['Body wash', 'Kambu Rice', 'Kambu Rice', 'Eggs', 'Chocolate']",Middle-Aged,,,
08/06/2023,"['Soap', 'Hand Sanitizer', 'Ice Cream', 'Toilet Freshner', 'Carrots']",Teenager,,,
08/06/2023,"['Stationery', 'Cleaning Spray', 'Milk', 'Cleaner']",Young Adult,,,
08/06/2023,"['Cleaning Spray', 'Spices']",Teenager,,,
08/06/2023,['Yogurt'],Young Adult,,,
08/06/2023,['Kambu Rice'],Teenager,,,
08/06/2023,"['Spinach', 'Pickles', 'Pickles', 'Vegetables']",Homemaker,,,
08/06/2023,"['Potatoes', 'Pickles', 'Milk', 'Shaving Cream', 'Mustard']",Middle-Aged,,,
08/06/2023,"['Semiya', 'Saftey Razor Blade', 'Coffee','Biscuit', 'Juices','Chips']",Middle-Aged,,,
08/06/2023,"['Dishwash scrubber', 'Shaving Cream', 'Tissues', 'Saftey Razor Blade', 'Cleaner']",Middle-Aged,,,
08/06/2023,"['Chocolate', 'Light Bulbs', 'Black pepper']",Homemaker,,,
08/06/2023,"['Spinach', 'Baby Wipes', 'Coffee','Biscuit', 'Baby Wipes']",Young Adult,,,
08/06/2023,"['Bread', 'Kambu Rice']",Senior Citizen,,,
08/06/2023,"['Kambu Rice', 'Tomatoes']",Middle-Aged,,,
08/06/2023,"['Chips', 'Black pepper']",Middle-Aged,,,
08/06/2023,"['Rice','Spices', 'Orange', 'Vinegar', 'Honey']",Senior Citizen,,,
08/06/2023,"['Jam','Bread', 'Toilet Freshner', 'Deodorant', 'Coconut oil']",Homemaker,,,
08/06/2023,"['Broom', 'Mop']",Senior Citizen,,,
08/06/2023,['Vinegar'],Teenager,,,
08/06/2023,"['Pickles', 'Eggs', 'Deodorant']",Homemaker,,,
08/06/2023,['Banana'],Senior Citizen,,,
08/06/2023,"['Ketchup', 'Vinegar', 'Insect Repellent', 'Saftey Razor Blade', 'Pasta']",Young Adult,,,
08/06/2023,"['Eggs', 'Rice','Dhal','Mop', 'Power Strips']",Homemaker,,,
08/06/2023,"['Soap', 'Dishwash scrubber']",Senior Citizen,,,
08/06/2023,"['Cereal Bars', 'Vinegar']",Young Adult,,,
08/06/2023,"['Black pepper', 'Chocolate', 'Cleaner']",Teenager,,,
08/06/2023,"['Milk', 'Deodorant', 'Pickles', 'Yogurt']",Senior Citizen,,,
08/06/2023,"['Bread', 'Sugar']",Middle-Aged,,,
08/06/2023,"['Ice Cream','Tomatoes', 'Sugar', 'Cheese']",Young Adult,,,
08/06/2023,"['Pickles', 'Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen,,,
08/06/2023,"['Vinegar', Salt]",Senior Citizen,,,
08/06/2023,['Potatoes'],Middle-Aged,,,
08/06/2023,['Kambu Rice'],Teenager,,,
08/06/2023,"['Kambu Rice', 'Milk', 'Orange', 'Trash Bags']",Senior Citizen,,,
08/06/2023,"['Ketchup', 'Shower Gel']",Teenager,,,
08/06/2023,"['Cleaning Spray', 'Ice Cream', 'Juices','Chips']",Young Adult,,,
08/06/2023,"['Dhal', 'Coffee','Biscuit', 'Hair Gel', 'Honey']",Middle-Aged,,,
08/06/2023,"['Cooking Oil', 'Toothbrush', 'Power Strips', 'Cooking Oil']",Young Adult,,,
08/06/2023,"['Onions','Rice','Dhal', 'Wheat Flour']",Middle-Aged,,,
08/06/2023,"['Power Strips', 'Coffee','Biscuit']",Teenager,,,
08/06/2023,"['Dishwash scrubber', 'Body wash', 'Chips', 'Jam','Bread']",Young Adult,,,
08/06/2023,"['Spinach', 'Pickles', 'Coffee','Biscuit']",Senior Citizen,,,
08/06/2023,"['Wheat Rava', 'Carrots']",Senior Citizen,,,
08/06/2023,"['Soap', 'Stationery', 'Cleaner']",Senior Citizen,,,
08/06/2023,"['Saftey Razor Blade', 'Yogurt', 'Honey']",Young Adult,,,
08/06/2023,"['Yogurt', 'Feminine Hygiene Products','Paper Towel for Faces']",Young Adult,,,
08/06/2023,"['Trash Bags', 'Honey', 'Peanut Butter', 'Spinach']",Homemaker,,,
08/06/2023,"['Cooking Oil', 'Coconut oil', 'Kambu Rice', 'Power Strips', 'Body wash']",Teenager,,,
08/06/2023,"['Dishwash scrubber', 'Cereal', 'Olive Oil']",Middle-Aged,,,
08/06/2023,['Chips'],Middle-Aged,,,
08/06/2023,"['Semiya', 'Chips', 'Dishwash scrubber', 'Onions', 'Juices','Chips']",Middle-Aged,,,
08/06/2023,"['Eggs','Rice','Dhal', 'Vinegar', 'Potatoes']",Young Adult,,,
08/06/2023,['Mop'],Young Adult,,,
08/06/2023,"['Ragi Malt', 'Toothbrush', 'Ketchup']",Middle-Aged,,,
08/06/2023,"['Dish Soap', 'Trash Bags', 'Trash Bags', 'Yogurt']",Homemaker,,,
08/06/2023,['Kambu Rice'],Middle-Aged,,,
08/06/2023,"['Insect Repellent', 'Trash Bags', 'Wheat Flour']",Middle-Aged,,,
08/06/2023,['Cereal Bars'],Senior Citizen,,,
08/06/2023,"['Olive Oil', 'Dish Soap']",Teenager,,,
08/06/2023,"['Onions','Rice','Dhal', 'Ragi Malt', 'Cleaning Spray', 'Light Bulbs']",Middle-Aged,,,
08/06/2023,"['Vegetables','Rice','Dhal', 'Ice Cream']",Homemaker,,,
08/06/2023,['Bread'],Middle-Aged,,,
08/06/2023,"['Milk', 'Wheat Rava']",Senior Citizen,,,
08/06/2023,"['Peanut Butter', 'Olive Oil']",Middle-Aged,,,
08/06/2023,"['Vegetables', 'Shaving Cream', 'Mop', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
08/06/2023,"['Stationery', 'Cereal']",Teenager,,,
08/06/2023,"['Deodorant', 'Cleaning Spray', 'Potatoes', 'Laundry Detergent', 'Pasta']",Young Adult,,,
08/06/2023,"['Potatoes', 'Soda', 'Baby Wipes']",Senior Citizen,,,
08/06/2023,"['Vinegar', 'Pickles']",Teenager,,,
08/06/2023,"['Deodorant', 'Sugar', 'Rice','Dhal','Potatoes']",Middle-Aged,,,
08/06/2023,"['Plant Fertilizer', 'Ketchup', 'Wheat Rava', 'Shampoo']",Middle-Aged,,,
08/06/2023,"['Cleaning Spray', 'Dhal']",Young Adult,,,
08/06/2023,"['Power Strips', 'Laundry Detergent', 'Toilet Freshner']",Middle-Aged,,,
08/06/2023,['Potatoes'],Young Adult,,,
08/06/2023,"['Cheese', 'Trash Bags', 'Saftey Razor Blade', 'Banana', 'Trash Bags']",Young Adult,,,
08/06/2023,"['Power Strips', 'Vinegar', 'Ketchup']",Young Adult,,,
09/06/2023,"['Hand Sanitizer', 'Chocolate', 'Ragi Malt']",Senior Citizen,,,
09/06/2023,"['Diapers', 'Trash Bags']",Young Adult,,,
09/06/2023,"['Vinegar', 'Saftey Razor Blade']",Young Adult,,,
09/06/2023,"['Spices', 'Honey', 'Toothpaste',  'Tongue Cleaner', 'Soda']",Senior Citizen,,,
09/06/2023,"['Mustard', 'Laundry Detergent']",Teenager,,,
09/06/2023,['Milk'],Senior Citizen,,,
09/06/2023,"['Baby Wipes', 'Chocolate', 'Onions', 'Cereal Bars']",Senior Citizen,,,
09/06/2023,"['Jam','Bread', 'Stationery', 'Broom', 'Coconut oil']",Senior Citizen,,,
09/06/2023,"['Hair Gel', 'Banana', 'Apple']",Young Adult,,,
09/06/2023,"['Vinegar', 'Pickles', 'Cereal']",Young Adult,,,
09/06/2023,"['Hand Sanitizer', 'Ice Cream', 'Hair Gel', 'Kambu Rice']",Middle-Aged,,,
09/06/2023,"['Stationery', 'Toothbrush']",Middle-Aged,,,
09/06/2023,"['Semiya', 'Rice','Dhal','Toilet Freshner']",Senior Citizen,,,
09/06/2023,"['Mop', 'Milk', 'Ragi Malt', 'Cereal Bars', 'Insect Repellent']",Senior Citizen,,,
09/06/2023,"['Deodorant', 'Cereal Bars', 'Yogurt', 'Hair Gel']",Senior Citizen,,,
09/06/2023,"['Milk', 'Onions', 'Cooking Oil']",Senior Citizen,,,
09/06/2023,"['Pasta', 'Jam','Bread', 'Diapers', 'Cereal']",Middle-Aged,,,
09/06/2023,"['Toilet Freshner', 'Plant Fertilizer', 'Olive Oil', 'Laundry Detergent']",Young Adult,,,
09/06/2023,"['Black pepper', 'Milk', 'Yogurt', 'Shower Gel', 'Tomatoes']",Young Adult,,,
09/06/2023,"['Body wash', 'Dustpan']",Young Adult,,,
09/06/2023,"['Soap', 'Power Strips', 'Tea','Biscuit', 'Eggs', 'Cereal']",Middle-Aged,,,
09/06/2023,['Mustard'],Young Adult,,,
09/06/2023,"['Ice Cream', 'Mop', 'Stationery', 'Diapers', 'Semiya']",Young Adult,,,
09/06/2023,"['Ketchup', 'Tea','Biscuit']",Middle-Aged,,,
09/06/2023,['Saftey Razor Blade'],Young Adult,,,
09/06/2023,"['Power Strips', 'Spinach', 'Baby Wipes']",Middle-Aged,,,
09/06/2023,"['Spinach','Rice','Dhal', 'Ragi Malt']",Senior Citizen,,,
09/06/2023,['Paper Towel For Faces'],Young Adult,,,
09/06/2023,"['Coffee','Biscuit', 'Vinegar']",Middle-Aged,,,
09/06/2023,"['Olive Oil', 'Banana', 'Plant Fertilizer', 'Light Bulbs', 'Ice Cream']",Middle-Aged,,,
09/06/2023,"['Dhal', 'Baby Wipes', 'Hair Gel', 'Eggs', 'Laundry Detergent']",Middle-Aged,,,
09/06/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Pasta']",Young Adult,,,
09/06/2023,"['Juices','Chips']",Senior Citizen,,,
09/06/2023,"['Toothpaste',  'Tongue Cleaner', 'Carrots', Salt]",Young Adult,,,
09/06/2023,"['Light Bulbs', 'Hair Gel', 'Vegetables', 'Hair Gel']",Middle-Aged,,,
09/06/2023,"['Pickles', 'Ketchup', 'Tea','Biscuit', 'Mustard', 'Deodorant']",Young Adult,,,
09/06/2023,"['Insect Repellent', 'Shaving Cream', 'Tea','Biscuit', 'Milk', 'Hand Sanitizer']",Teenager,,,
09/06/2023,"['Orange', 'Deodorant']",Senior Citizen,,,
09/06/2023,"['Hair Gel', 'Insect Repellent', 'Light Bulbs', 'Shower Gel']",Young Adult,,,
09/06/2023,"['Plant Fertilizer', 'Light Bulbs', 'Toilet Freshner', 'Onions']",Young Adult,,,
09/06/2023,"['Ketchup', 'Power Strips', 'Yogurt']",Senior Citizen,,,
09/06/2023,"['Deodorant', 'Toothbrush', 'Light Bulbs', 'Cleaner', 'Soda']",Senior Citizen,,,
09/06/2023,"['Kambu Rice', 'Carrots', 'Plant Fertilizer', 'Shampoo', 'Apple']",Young Adult,,,
09/06/2023,"['Baby Wipes', 'Dishwash scrubber', 'Body wash', 'Semiya', 'Vinegar']",Homemaker,,,
09/06/2023,"['Toothpaste',  'Tongue Cleaner', 'Cleaning Spray']",Middle-Aged,,,
09/06/2023,"['Ketchup', 'Mop']",Senior Citizen,,,
09/06/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Shower Gel', 'Dustpan', 'Cereal', 'Eggs']",Young Adult,,,
09/06/2023,"['Shaving Cream','Razor']",Teenager,,,
09/06/2023,"['Trash Bags', 'Yogurt']",Homemaker,,,
09/06/2023,"['Diapers', 'Ketchup', 'Eggs', 'Air Freshener']",Teenager,,,
09/06/2023,"[Salt, 'Plant Fertilizer']",Young Adult,,,
09/06/2023,"['Ketchup', 'Body wash', 'Dustpan']",Teenager,,,
09/06/2023,"['Plant Fertilizer', 'Olive Oil', 'Body wash']",Middle-Aged,,,
09/06/2023,"['Cheese', 'Toilet Freshner', 'Dhal', 'Air Freshener', Salt]",Middle-Aged,,,
09/06/2023,['Apple'],Senior Citizen,,,
09/06/2023,['Yogurt'],Middle-Aged,,,
09/06/2023,['Vinegar'],Senior Citizen,,,
09/06/2023,"['Stationery', 'Ragi Malt']",Teenager,,,
09/06/2023,['Onions'],Middle-Aged,,,
09/06/2023,['Mustard'],Middle-Aged,,,
09/06/2023,"['Onions', 'Sugar']",Homemaker,,,
09/06/2023,"['Soap', 'Paper Towel For Faces', 'Shampoo', 'Potatoes']",Young Adult,,,
09/06/2023,"['Pasta', 'Dish Soap', 'Kambu Rice']",Senior Citizen,,,
09/06/2023,"['Ketchup', 'Bread']",Homemaker,,,
09/06/2023,"['Nuts', 'Pickles']",Senior Citizen,,,
09/06/2023,"['Deodorant', 'Coffee','Biscuit', 'Dustpan']",Homemaker,,,
09/06/2023,"['Air Freshener', 'Laundry Detergent', 'Tissues', 'Milk', 'Diapers']",Middle-Aged,,,
09/06/2023,"['Tomatoes', 'Coffee','Biscuit', 'Hair Gel', Salt]",Teenager,,,
09/06/2023,"['Spinach', 'Cereal', 'Coffee','Biscuit', 'Body wash']",Middle-Aged,,,
09/06/2023,"['Baby Wipes', 'Black pepper', 'Pickles','Milk']",Young Adult,,,
09/06/2023,"['Stationery', 'Plant Fertilizer',  'Peanut Butter', 'Dishwash scrubber']",Senior Citizen,,,
09/06/2023,"['Light Bulbs', 'Paper Towel For Faces', 'Tomatoes']",Middle-Aged,,,
09/06/2023,"['Potatoes', 'Shaving Cream', 'Coffee','Biscuit', 'Apple']",Young Adult,,,
09/06/2023,"['Kambu Rice', 'Orange', 'Jam','Bread', 'Broom']",Middle-Aged,,,
09/06/2023,"['Soda', 'Honey', 'Deodorant']",Middle-Aged,,,
09/06/2023,"['Toothpaste',  'Tongue Cleaner', 'Coconut oil', 'Cleaner', 'Yogurt', 'Body wash']",Senior Citizen,,,
09/06/2023,"['Orange', 'Ragi Malt', 'Milk', 'Orange', 'Toothbrush']",Homemaker,,,
09/06/2023,"['Vinegar', 'Pickles', 'Jam','Bread']",Teenager,,,
09/06/2023,"['Nuts', 'Sugar', 'Bread', 'Trash Bags', 'Soda']",Senior Citizen,,,
09/06/2023,['Toilet Freshner'],Young Adult,,,
09/06/2023,"['Onions', Salt, 'Power Strips', 'Dustpan']",Young Adult,,,
09/06/2023,"['Shampoo', 'Kambu Rice']",Homemaker,,,
09/06/2023,"['Dustpan', 'Cleaning Spray', 'Black pepper', 'Cooking Oil', 'Stationery']",Middle-Aged,,,
09/06/2023,['Dish Soap'],Senior Citizen,,,
09/06/2023,"['Vegetables', 'Banana', 'Soda']",Young Adult,,,
09/06/2023,"['Honey', 'Spinach', 'Soap', 'Dishwash scrubber']",Senior Citizen,,,
09/06/2023,['Toilet Freshner'],Senior Citizen,,,
09/06/2023,"['Ragi Malt', 'Plant Fertilizer', 'Shampoo', 'Vinegar', 'Sugar']",Middle-Aged,,,
09/06/2023,"['Chips', 'Light Bulbs', 'Dishwash scrubber']",Young Adult,,,
09/06/2023,"['Coffee','Biscuit', 'Tissues', 'Light Bulbs', 'Shaving Cream']",Homemaker,,,
09/06/2023,"['Potatoes', 'Ragi Malt', 'Power Strips']",Middle-Aged,,,
09/06/2023,"['Apple', 'Baby Wipes', 'Orange', 'Kambu Rice', 'Dish Soap']",Senior Citizen,,,
09/06/2023,['Orange'],Young Adult,,,
09/06/2023,"['Cereal Bars', 'Insect Repellent', 'Vinegar', 'Hand Sanitizer', 'Cereal Bars']",Young Adult,,,
09/06/2023,"['Vinegar', 'Cooking Oil', 'Cheese', 'Saftey Razor Blade']",Middle-Aged,,,
09/06/2023,['Peanut Butter'],Homemaker,,,
09/06/2023,"['Ice Cream', 'Spinach', 'Coffee','Biscuit', 'Hand Sanitizer', 'Coffee','Biscuit']",Senior Citizen,,,
09/06/2023,"['Rice','Spices', 'Paper Towel For Faces', 'Shampoo', 'Broom']",Senior Citizen,,,
09/06/2023,['Cereal'],Middle-Aged,,,
09/06/2023,['Banana'],Teenager,,,
09/06/2023,"['Pickles', 'Air Freshener', 'Cleaner', 'Dish Soap']",Teenager,,,
09/06/2023,"['Dhal', 'Broom', 'Coconut oil', 'Tissues', 'Air Freshener']",Senior Citizen,,,
09/06/2023,"['Tea','Biscuit', 'Toothpaste',  'Tongue Cleaner', 'Wheat Flour']",Middle-Aged,,,
09/06/2023,"['Potatoes', 'Chocolate', 'Toothpaste',  'Tongue Cleaner', 'Mop', 'Milk']",Middle-Aged,,,
09/06/2023,"['Milk', 'Laundry Detergent', 'Tomatoes', 'Toilet Freshner']",Teenager,,,
09/06/2023,"['Jam','Bread', 'Hair Gel','Spinach']",Young Adult,,,
09/06/2023,['Sugar'],Young Adult,,,
09/06/2023,"['Paper Towel For Faces', 'Spinach']",Young Adult,,,
09/06/2023,"['Yogurt', 'Carrots']",Senior Citizen,,,
09/06/2023,"['Carrots', 'Pasta', 'Bread', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
09/06/2023,"['Pasta', 'Power Strips', 'Ketchup']",Middle-Aged,,,
10/06/2023,"['Coconut oil', 'Potatoes', 'Toilet Freshner', 'Paper Towel For Faces']",Homemaker,,,
10/06/2023,['Semiya'],Homemaker,,,
10/06/2023,"['Toilet Freshner', 'Baby Wipes']",Homemaker,,,
10/06/2023,"['Plant Fertilizer', 'Ragi Malt', 'Shampoo']",Middle-Aged,,,
10/06/2023,['Cereal'],Senior Citizen,,,
10/06/2023,"['Toothbrush', 'Rice','Spices', 'Soda', 'Dhal']",Middle-Aged,,,
10/06/2023,"['Jam','Bread', 'Dishwash scrubber', 'Tea','Biscuit', 'Stationery', 'Shaving Cream']",Middle-Aged,,,
10/06/2023,"['Black pepper', 'Dhal', 'Sugar']",Young Adult,,,
10/06/2023,"['Chips', 'Soda']",Homemaker,,,
10/06/2023,"['Cleaner', 'Deodorant', 'Olive Oil', 'Cheese', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
10/06/2023,['Laundry Detergent'],Young Adult,,,
10/06/2023,"['Saftey Razor Blade', 'Insect Repellent', 'Mustard', 'Ketchup']",Young Adult,,,
10/06/2023,"['Banana', 'Saftey Razor Blade', 'Ketchup', 'Spinach', 'Shower Gel']",Teenager,,,
10/06/2023,"['Paper Towel For Faces', 'Shampoo', 'Pickles', 'Coconut oil']",Middle-Aged,,,
10/06/2023,"['Tea','Biscuit', 'Hand Sanitizer']",Young Adult,,,
10/06/2023,"['Spinach', 'Shampoo']",Middle-Aged,,,
10/06/2023,"['Toothpaste',  'Tongue Cleaner', 'Sugar', 'Semiya']",Middle-Aged,,,
10/06/2023,"['Toilet Freshner', 'Jam','Bread', 'Vegetables']",Homemaker,,,
10/06/2023,"['Potatoes', 'Wheat Rava', 'Cheese']",Young Adult,,,
10/06/2023,"['Deodorant', 'Spices', 'Cooking Oil', 'Hair Gel']",Senior Citizen,,,
10/06/2023,"['Air Freshener', 'Potatoes', 'Pasta']",Middle-Aged,,,
10/06/2023,"['Cleaner', 'Cereal']",Homemaker,,,
10/06/2023,"['Pickles', 'Wheat Flour']",Middle-Aged,,,
10/06/2023,"['Coffee','Biscuit', 'Deodorant', 'Diapers', 'Coffee','Biscuit']",Teenager,,,
10/06/2023,"['Milk', 'Semiya', 'Tea','Biscuit', 'Banana', 'Toothbrush']",Middle-Aged,,,
10/06/2023,"['Shower Gel', 'Spinach']",Middle-Aged,,,
10/06/2023,"['Soap', 'Kambu Rice', 'Milk', 'Sugar', 'Jam','Bread']",Middle-Aged,,,
10/06/2023,"['Dishwash scrubber', 'Nuts', 'Toilet Freshner', 'Paper Towel For Faces', 'Dishwash scrubber']",Senior Citizen,,,
10/06/2023,['Body wash'],Senior Citizen,,,
10/06/2023,"['Spices', 'Mustard', 'Pickles', 'Cleaning Spray']",Young Adult,,,
10/06/2023,"['Cereal Bars', 'Toilet Freshner', 'Air Freshener', 'Shaving Cream']",Senior Citizen,,,
10/06/2023,['Toothbrush'],Teenager,,,
10/06/2023,"['Broom', 'Dish Soap', 'Eggs', 'Dustpan', 'Sugar']",Teenager,,,
10/06/2023,['Tissues'],Teenager,,,
10/06/2023,"['Ketchup', 'Shaving Cream', 'Plant Fertilizer']",Senior Citizen,,,
10/06/2023,"['Carrots', 'Rice','Spices', 'Chocolate', 'Kambu Rice']",Young Adult,,,
10/06/2023,['Light Bulbs'],Middle-Aged,,,
10/06/2023,['Cleaning Spray'],Young Adult,,,
10/06/2023,"['Deodorant', 'Bread']",Homemaker,,,
10/06/2023,['Apple'],Senior Citizen,,,
10/06/2023,"['Broom', 'Laundry Detergent', 'Mustard']",Homemaker,,,
10/06/2023,"['Vinegar', 'Toothbrush']",Young Adult,,,
10/06/2023,"['Insect Repellent', 'Cheese']",Senior Citizen,,,
10/06/2023,"['Body wash', 'Toilet Freshner', 'Milk', 'Vinegar']",Teenager,,,
10/06/2023,"['Apple', 'Power Strips']",Middle-Aged,,,
10/06/2023,['Ketchup'],Young Adult,,,
10/06/2023,"['Deodorant', 'Soda', 'Carrots', 'Cleaning Spray', 'Light Bulbs']",Middle-Aged,,,
10/06/2023,['Banana'],Homemaker,,,
10/06/2023,"['Cereal', 'Ice Cream', 'Pickles']",Homemaker,,,
10/06/2023,"['Spices','Rice','Dhal']",Middle-Aged,,,
10/06/2023,"['Laundry Detergent', Salt, 'Saftey Razor Blade', 'Spinach', 'Soda']",Young Adult,,,
10/06/2023,"['Carrots', 'Ketchup', 'Wheat Flour', 'Honey', 'Rice','Spices']",Middle-Aged,,,
10/06/2023,"['Vinegar', 'Rice','Spices', 'Hair Gel']",Homemaker,,,
10/06/2023,"['Semiya', 'Vinegar']",Homemaker,,,
10/06/2023,['Wheat Rava'],Teenager,,,
10/06/2023,['Orange'],Homemaker,,,
10/06/2023,"['Plant Fertilizer', 'Cleaner', 'Insect Repellent', 'Trash Bags', 'Deodorant']",Teenager,,,
10/06/2023,"['Vinegar', 'Body wash', 'Nuts', 'Pickles']",Middle-Aged,,,
